Serial	ReadingDateTimeUTC	WH	VARH
METER000001	02-04-2020 23:00	27264617	6252046
METER000001	02-04-2020 23:30	27264691	6252058
METER000001	03-04-2020 00:00	27264763	6252070
METER000001	03-04-2020 00:30	27264837	6252082
METER000001	03-04-2020 01:00	27264909	6252092
METER000001	03-04-2020 01:30	27264981	6252102
METER000001	03-04-2020 02:00	27265053	6252111
METER000001	03-04-2020 02:30	27265124	6252119
METER000001	03-04-2020 03:00	27265194	6252124
METER000001	03-04-2020 03:30	27265265	6252129
METER000001	03-04-2020 04:00	27265337	6252140
METER000001	03-04-2020 04:30	27265409	6252151
METER000001	03-04-2020 05:00	27265480	6252161
METER000001	03-04-2020 05:30	27265556	6252174
METER000001	03-04-2020 06:00	27265646	6252195
METER000001	03-04-2020 06:30	27265768	6252219
METER000001	03-04-2020 07:00	27265890	6252244
METER000001	03-04-2020 07:30	27266012	6252266
METER000001	03-04-2020 08:00	27266135	6252293
METER000001	03-04-2020 08:30	27266252	6252320
METER000001	03-04-2020 09:00	27266372	6252345
METER000001	03-04-2020 09:30	27266491	6252366
METER000001	03-04-2020 10:00	27266607	6252387
METER000001	03-04-2020 10:30	27266722	6252411
METER000001	03-04-2020 11:00	27266835	6252435
METER000001	03-04-2020 11:30	27266947	6252461
METER000001	03-04-2020 12:00	27267060	6252484
METER000001	03-04-2020 12:30	27267175	6252507
METER000001	03-04-2020 13:00	27267290	6252533
METER000001	03-04-2020 13:30	27267404	6252559
METER000001	03-04-2020 14:00	27267518	6252587
METER000001	03-04-2020 14:30	27267630	6252614
METER000001	03-04-2020 15:00	27267742	6252640
METER000001	03-04-2020 15:30	27267849	6252663
METER000001	03-04-2020 16:00	27267931	6252676
METER000001	03-04-2020 16:30	27268007	6252685
METER000001	03-04-2020 17:00	27268083	6252693
METER000001	03-04-2020 17:30	27268158	6252700
METER000001	03-04-2020 18:00	27268233	6252710
METER000001	03-04-2020 18:30	27268307	6252721
METER000001	03-04-2020 19:00	27268381	6252732
METER000001	03-04-2020 19:30	27268455	6252743
METER000001	03-04-2020 20:00	27268529	6252755
METER000001	03-04-2020 20:30	27268602	6252764
METER000001	03-04-2020 21:00	27268675	6252774
METER000001	03-04-2020 21:30	27268748	6252781
METER000001	03-04-2020 22:00	27268820	6252786
METER000001	03-04-2020 22:30	27268894	6252792
METER000001	03-04-2020 23:00	27268968	6252803
METER000001	03-04-2020 23:30	27269041	6252813
METER000001	04-04-2020 00:00	27269113	6252823
METER000001	04-04-2020 00:30	27269187	6252834
METER000001	04-04-2020 01:00	27269259	6252846
METER000001	04-04-2020 01:30	27269332	6252857
METER000001	04-04-2020 02:00	27269403	6252869
METER000001	04-04-2020 02:30	27269474	6252881
METER000001	04-04-2020 03:00	27269543	6252887
METER000001	04-04-2020 03:30	27269615	6252893
METER000001	04-04-2020 04:00	27269687	6252905
METER000001	04-04-2020 04:30	27269758	6252917
METER000001	04-04-2020 05:00	27269830	6252928
METER000001	04-04-2020 05:30	27269905	6252942
METER000001	04-04-2020 06:00	27269992	6252963
METER000001	04-04-2020 06:30	27270110	6252989
METER000001	04-04-2020 07:00	27270229	6253014
METER000001	04-04-2020 07:30	27270348	6253040
METER000001	04-04-2020 08:00	27270465	6253063
METER000001	04-04-2020 08:30	27270580	6253084
METER000001	04-04-2020 09:00	27270697	6253109
METER000001	04-04-2020 09:30	27270814	6253130
METER000001	04-04-2020 10:00	27270930	6253151
METER000001	04-04-2020 10:30	27271047	6253178
METER000001	04-04-2020 11:00	27271163	6253206
METER000001	04-04-2020 11:30	27271276	6253232
METER000001	04-04-2020 12:00	27271390	6253259
METER000001	04-04-2020 12:30	27271487	6253286
METER000001	04-04-2020 13:00	27271584	6253311
METER000001	04-04-2020 13:30	27271681	6253337
METER000001	04-04-2020 14:00	27271779	6253364
METER000001	04-04-2020 14:30	27271876	6253392
METER000001	04-04-2020 15:00	27271968	6253409
METER000001	04-04-2020 15:30	27272048	6253416
METER000001	04-04-2020 16:00	27272123	6253420
METER000001	04-04-2020 16:30	27272198	6253430
METER000001	04-04-2020 17:00	27272272	6253440
METER000001	04-04-2020 17:30	27272345	6253449
METER000001	04-04-2020 18:00	27272418	6253459
METER000001	04-04-2020 18:30	27272492	6253466
METER000001	04-04-2020 19:00	27272567	6253477
METER000001	04-04-2020 19:30	27272640	6253489
METER000001	04-04-2020 20:00	27272714	6253499
METER000001	04-04-2020 20:30	27272788	6253511
METER000001	04-04-2020 21:00	27272861	6253520
METER000001	04-04-2020 21:30	27272933	6253527
METER000001	04-04-2020 22:00	27273005	6253532
METER000001	04-04-2020 22:30	27273079	6253542
METER000001	04-04-2020 23:00	27273152	6253550
METER000001	04-04-2020 23:30	27273225	6253558
METER000001	05-04-2020 00:00	27273298	6253568
METER000001	05-04-2020 00:30	27273371	6253579
METER000001	05-04-2020 01:00	27273444	6253590
METER000001	05-04-2020 01:30	27273516	6253601
METER000001	05-04-2020 02:00	27273588	6253613
METER000001	05-04-2020 02:30	27273658	6253623
METER000001	05-04-2020 03:00	27273728	6253628
METER000001	05-04-2020 03:30	27273798	6253634
METER000001	05-04-2020 04:00	27273869	6253643
METER000001	05-04-2020 04:30	27273940	6253651
METER000001	05-04-2020 05:00	27274011	6253662
METER000001	05-04-2020 05:30	27274086	6253677
METER000001	05-04-2020 06:00	27274169	6253697
METER000001	05-04-2020 06:30	27274252	6253720
METER000001	05-04-2020 07:00	27274343	6253745
METER000001	05-04-2020 07:30	27274439	6253771
METER000001	05-04-2020 08:00	27274534	6253798
METER000001	05-04-2020 08:30	27274630	6253824
METER000001	05-04-2020 09:00	27274726	6253849
METER000001	05-04-2020 09:30	27274823	6253869
METER000001	05-04-2020 10:00	27274920	6253893
METER000001	05-04-2020 10:30	27275016	6253919
METER000001	05-04-2020 11:00	27275108	6253938
METER000001	05-04-2020 11:30	27275194	6253951
METER000001	05-04-2020 12:00	27275279	6253965
METER000001	05-04-2020 12:30	27275358	6253974
METER000001	05-04-2020 13:00	27275432	6253982
METER000001	05-04-2020 13:30	27275506	6253991
METER000001	05-04-2020 14:00	27275579	6253998
METER000001	05-04-2020 14:30	27275655	6254006
METER000001	05-04-2020 15:00	27275730	6254011
METER000001	05-04-2020 15:30	27275804	6254015
METER000001	05-04-2020 16:00	27275878	6254019
METER000001	05-04-2020 16:30	27275953	6254030
METER000001	05-04-2020 17:00	27276027	6254039
METER000001	05-04-2020 17:30	27276100	6254049
METER000001	05-04-2020 18:00	27276173	6254059
METER000001	05-04-2020 18:30	27276246	6254068
METER000001	05-04-2020 19:00	27276319	6254078
METER000001	05-04-2020 19:30	27276392	6254085
METER000001	05-04-2020 20:00	27276466	6254095
METER000001	05-04-2020 20:30	27276540	6254104
METER000001	05-04-2020 21:00	27276612	6254114
METER000001	05-04-2020 21:30	27276685	6254120
METER000001	05-04-2020 22:00	27276756	6254125
METER000001	05-04-2020 22:30	27276829	6254133
METER000001	05-04-2020 23:00	27276902	6254144
METER000001	05-04-2020 23:30	27276974	6254153
METER000001	06-04-2020 00:00	27277046	6254162
METER000001	06-04-2020 00:30	27277119	6254170
METER000001	06-04-2020 01:00	27277192	6254181
METER000001	06-04-2020 01:30	27277264	6254191
METER000001	06-04-2020 02:00	27277335	6254203
METER000001	06-04-2020 02:30	27277405	6254214
METER000001	06-04-2020 03:00	27277474	6254220
METER000001	06-04-2020 03:30	27277544	6254225
METER000001	06-04-2020 04:00	27277615	6254236
METER000001	06-04-2020 04:30	27277685	6254245
METER000001	06-04-2020 05:00	27277755	6254252
METER000001	06-04-2020 05:30	27277829	6254264
METER000001	06-04-2020 06:00	27277919	6254285
METER000001	06-04-2020 06:30	27278042	6254311
METER000001	06-04-2020 07:00	27278171	6254337
METER000001	06-04-2020 07:30	27278301	6254362
METER000001	06-04-2020 08:00	27278432	6254388
METER000001	06-04-2020 08:30	27278558	6254412
METER000001	06-04-2020 09:00	27278683	6254435
METER000001	06-04-2020 09:30	27278809	6254453
METER000001	06-04-2020 10:00	27278934	6254470
METER000001	06-04-2020 10:30	27279058	6254491
METER000001	06-04-2020 11:00	27279185	6254516
METER000001	06-04-2020 11:30	27279313	6254542
METER000001	06-04-2020 12:00	27279438	6254565
METER000001	06-04-2020 12:30	27279564	6254589
METER000001	06-04-2020 13:00	27279687	6254610
METER000001	06-04-2020 13:30	27279808	6254636
METER000001	06-04-2020 14:00	27279929	6254660
METER000001	06-04-2020 14:30	27280049	6254685
METER000001	06-04-2020 15:00	27280169	6254704
METER000001	06-04-2020 15:30	27280287	6254724
METER000001	06-04-2020 16:00	27280371	6254736
METER000001	06-04-2020 16:30	27280445	6254745
METER000001	06-04-2020 17:00	27280520	6254753
METER000001	06-04-2020 17:30	27280592	6254762
METER000001	06-04-2020 18:00	27280665	6254771
METER000001	06-04-2020 18:30	27280737	6254780
METER000001	06-04-2020 19:00	27280809	6254788
METER000001	06-04-2020 19:30	27280882	6254796
METER000001	06-04-2020 20:00	27280955	6254804
METER000001	06-04-2020 20:30	27281028	6254813
METER000001	06-04-2020 21:00	27281102	6254822
METER000001	06-04-2020 21:30	27281175	6254829
METER000001	06-04-2020 22:00	27281246	6254834
METER000001	06-04-2020 22:30	27281319	6254843
METER000001	06-04-2020 23:00	27281391	6254853
METER000001	06-04-2020 23:30	27281463	6254862
METER000001	07-04-2020 00:00	27281535	6254870
METER000001	07-04-2020 00:30	27281606	6254879
METER000001	07-04-2020 01:00	27281679	6254886
METER000001	07-04-2020 01:30	27281751	6254893
METER000001	07-04-2020 02:00	27281820	6254899
METER000001	07-04-2020 02:30	27281888	6254904
METER000001	07-04-2020 03:00	27281958	6254908
METER000001	07-04-2020 03:30	27282027	6254912
METER000001	07-04-2020 04:00	27282098	6254920
METER000001	07-04-2020 04:30	27282168	6254930
METER000001	07-04-2020 05:00	27282239	6254939
METER000001	07-04-2020 05:30	27282313	6254952
METER000001	07-04-2020 06:00	27282401	6254967
METER000001	07-04-2020 06:30	27282531	6254990
METER000001	07-04-2020 07:00	27282668	6255016
METER000001	07-04-2020 07:30	27282809	6255038
METER000001	07-04-2020 08:00	27282949	6255061
METER000001	07-04-2020 08:30	27283086	6255084
METER000001	07-04-2020 09:00	27283209	6255107
METER000001	07-04-2020 09:30	27283338	6255126
METER000001	07-04-2020 10:00	27283469	6255145
METER000001	07-04-2020 10:30	27283601	6255168
METER000001	07-04-2020 11:00	27283734	6255188
METER000001	07-04-2020 11:30	27283867	6255212
METER000001	07-04-2020 12:00	27284003	6255241
METER000001	07-04-2020 12:30	27284139	6255270
METER000001	07-04-2020 13:00	27284269	6255298
METER000001	07-04-2020 13:30	27284396	6255326
METER000001	07-04-2020 14:00	27284518	6255352
METER000001	07-04-2020 14:30	27284638	6255378
METER000001	07-04-2020 15:00	27284759	6255401
METER000001	07-04-2020 15:30	27284878	6255426
METER000001	07-04-2020 16:00	27284968	6255441
METER000001	07-04-2020 16:30	27285044	6255453
METER000001	07-04-2020 17:00	27285120	6255465
METER000001	07-04-2020 17:30	27285195	6255477
METER000001	07-04-2020 18:00	27285270	6255491
METER000001	07-04-2020 18:30	27285345	6255503
METER000001	07-04-2020 19:00	27285419	6255516
METER000001	07-04-2020 19:30	27285493	6255528
METER000001	07-04-2020 20:00	27285567	6255541
METER000001	07-04-2020 20:30	27285641	6255553
METER000001	07-04-2020 21:00	27285715	6255563
METER000001	07-04-2020 21:30	27285790	6255572
METER000001	07-04-2020 22:00	27285865	6255581
METER000001	07-04-2020 22:30	27285940	6255594
METER000001	07-04-2020 23:00	27286014	6255607
METER000001	07-04-2020 23:30	27286089	6255620
METER000001	08-04-2020 00:00	27286162	6255632
METER000001	08-04-2020 00:30	27286235	6255644
METER000001	08-04-2020 01:00	27286308	6255656
METER000001	08-04-2020 01:30	27286381	6255668
METER000001	08-04-2020 02:00	27286454	6255678
METER000001	08-04-2020 02:30	27286526	6255689
METER000001	08-04-2020 03:00	27286598	6255698
METER000001	08-04-2020 03:30	27286670	6255707
METER000001	08-04-2020 04:00	27286742	6255720
METER000001	08-04-2020 04:30	27286814	6255733
METER000001	08-04-2020 05:00	27286885	6255746
METER000001	08-04-2020 05:30	27286962	6255763
METER000001	08-04-2020 06:00	27287050	6255784
METER000001	08-04-2020 06:30	27287179	6255811
METER000001	08-04-2020 07:00	27287318	6255833
METER000001	08-04-2020 07:30	27287461	6255853
METER000001	08-04-2020 08:00	27287600	6255876
METER000001	08-04-2020 08:30	27287740	6255903
METER000001	08-04-2020 09:00	27287865	6255929
METER000001	08-04-2020 09:30	27287993	6255952
METER000001	08-04-2020 10:00	27288119	6255977
METER000001	08-04-2020 10:30	27288246	6256005
METER000001	08-04-2020 11:00	27288372	6256032
METER000001	08-04-2020 11:30	27288497	6256060
METER000001	08-04-2020 12:00	27288624	6256086
METER000001	08-04-2020 12:30	27288752	6256114
METER000001	08-04-2020 13:00	27288875	6256143
METER000001	08-04-2020 13:30	27289000	6256172
METER000001	08-04-2020 14:00	27289122	6256201
METER000001	08-04-2020 14:30	27289242	6256230
METER000001	08-04-2020 15:00	27289361	6256255
METER000001	08-04-2020 15:30	27289479	6256280
METER000001	08-04-2020 16:00	27289562	6256295
METER000001	08-04-2020 16:30	27289638	6256307
METER000001	08-04-2020 17:00	27289715	6256316
METER000001	08-04-2020 17:30	27289790	6256328
METER000001	08-04-2020 18:00	27289865	6256341
METER000001	08-04-2020 18:30	27289940	6256354
METER000001	08-04-2020 19:00	27290014	6256367
METER000001	08-04-2020 19:30	27290089	6256380
METER000001	08-04-2020 20:00	27290163	6256394
METER000001	08-04-2020 20:30	27290237	6256406
METER000001	08-04-2020 21:00	27290311	6256419
METER000001	08-04-2020 21:30	27290385	6256428
METER000001	08-04-2020 22:00	27290459	6256435
METER000001	08-04-2020 22:30	27290535	6256445
METER000001	08-04-2020 23:00	27290610	6256459
METER000001	08-04-2020 23:30	27290684	6256472
METER000001	09-04-2020 00:00	27290759	6256485
METER000001	09-04-2020 00:30	27290833	6256498
METER000001	09-04-2020 01:00	27290906	6256511
METER000001	09-04-2020 01:30	27290979	6256524
METER000001	09-04-2020 02:00	27291051	6256536
METER000001	09-04-2020 02:30	27291122	6256548
METER000001	09-04-2020 03:00	27291194	6256553
METER000001	09-04-2020 03:30	27291267	6256564
METER000001	09-04-2020 04:00	27291341	6256579
METER000001	09-04-2020 04:30	27291413	6256594
METER000001	09-04-2020 05:00	27291485	6256607
METER000001	09-04-2020 05:30	27291561	6256624
METER000001	09-04-2020 06:00	27291651	6256646
METER000001	09-04-2020 06:30	27291777	6256674
METER000001	09-04-2020 07:00	27291906	6256702
METER000001	09-04-2020 07:30	27292036	6256727
METER000001	09-04-2020 08:00	27292166	6256751
METER000001	09-04-2020 08:30	27292290	6256779
METER000001	09-04-2020 09:00	27292417	6256808
METER000001	09-04-2020 09:30	27292541	6256830
METER000001	09-04-2020 10:00	27292664	6256854
METER000001	09-04-2020 10:30	27292788	6256882
METER000001	09-04-2020 11:00	27292909	6256909
METER000001	09-04-2020 11:30	27293030	6256936
METER000001	09-04-2020 12:00	27293150	6256964
METER000001	09-04-2020 12:30	27293271	6256990
METER000001	09-04-2020 13:00	27293389	6257015
METER000001	09-04-2020 13:30	27293505	6257043
METER000001	09-04-2020 14:00	27293624	6257071
METER000001	09-04-2020 14:30	27293738	6257100
METER000001	09-04-2020 15:00	27293852	6257125
METER000001	09-04-2020 15:30	27293964	6257152
METER000001	09-04-2020 16:00	27294049	6257168
METER000001	09-04-2020 16:30	27294125	6257183
METER000001	09-04-2020 17:00	27294200	6257196
METER000001	09-04-2020 17:30	27294276	6257209
METER000001	09-04-2020 18:00	27294351	6257219
METER000001	09-04-2020 18:30	27294427	6257233
METER000001	09-04-2020 19:00	27294502	6257248
METER000001	09-04-2020 19:30	27294578	6257262
METER000001	09-04-2020 20:00	27294652	6257276
METER000001	09-04-2020 20:30	27294728	6257290
METER000001	09-04-2020 21:00	27294802	6257305
METER000001	09-04-2020 21:30	27294876	6257316
METER000001	09-04-2020 22:00	27294950	6257325
METER000001	09-04-2020 22:30	27295025	6257337
METER000001	09-04-2020 23:00	27295100	6257348
METER000001	09-04-2020 23:30	27295175	6257363
METER000001	10-04-2020 00:00	27295250	6257378
METER000001	10-04-2020 00:30	27295324	6257392
METER000001	10-04-2020 01:00	27295398	6257405
METER000001	10-04-2020 01:30	27295472	6257418
METER000001	10-04-2020 02:00	27295544	6257431
METER000001	10-04-2020 02:30	27295616	6257445
METER000001	10-04-2020 03:00	27295688	6257453
METER000001	10-04-2020 03:30	27295759	6257462
METER000001	10-04-2020 04:00	27295833	6257472
METER000001	10-04-2020 04:30	27295905	6257486
METER000001	10-04-2020 05:00	27295978	6257501
METER000001	10-04-2020 05:30	27296054	6257519
METER000001	10-04-2020 06:00	27296139	6257541
METER000001	10-04-2020 06:30	27296245	6257565
METER000001	10-04-2020 07:00	27296351	6257589
METER000001	10-04-2020 07:30	27296460	6257612
METER000001	10-04-2020 08:00	27296567	6257637
METER000001	10-04-2020 08:30	27296674	6257660
METER000001	10-04-2020 09:00	27296781	6257682
METER000001	10-04-2020 09:30	27296889	6257704
METER000001	10-04-2020 10:00	27296995	6257727
METER000001	10-04-2020 10:30	27297103	6257752
METER000001	10-04-2020 11:00	27297207	6257777
METER000001	10-04-2020 11:30	27297310	6257802
METER000001	10-04-2020 12:00	27297414	6257828
METER000001	10-04-2020 12:30	27297516	6257853
METER000001	10-04-2020 13:00	27297619	6257879
METER000001	10-04-2020 13:30	27297720	6257904
METER000001	10-04-2020 14:00	27297822	6257929
METER000001	10-04-2020 14:30	27297925	6257955
METER000001	10-04-2020 15:00	27298027	6257980
METER000001	10-04-2020 15:30	27298129	6258002
METER000001	10-04-2020 16:00	27298211	6258019
METER000001	10-04-2020 16:30	27298286	6258033
METER000001	10-04-2020 17:00	27298361	6258047
METER000001	10-04-2020 17:30	27298435	6258061
METER000001	10-04-2020 18:00	27298510	6258076
METER000001	10-04-2020 18:30	27298585	6258088
METER000001	10-04-2020 19:00	27298660	6258099
METER000001	10-04-2020 19:30	27298735	6258114
METER000001	10-04-2020 20:00	27298811	6258130
METER000001	10-04-2020 20:30	27298886	6258144
METER000001	10-04-2020 21:00	27298961	6258159
METER000001	10-04-2020 21:30	27299035	6258171
METER000001	10-04-2020 22:00	27299109	6258180
METER000001	10-04-2020 22:30	27299183	6258193
METER000001	10-04-2020 23:00	27299258	6258207
METER000001	10-04-2020 23:30	27299332	6258220
METER000001	11-04-2020 00:00	27299406	6258232
METER000001	11-04-2020 00:30	27299481	6258247
METER000001	11-04-2020 01:00	27299556	6258263
METER000001	11-04-2020 01:30	27299630	6258279
METER000001	11-04-2020 02:00	27299703	6258294
METER000001	11-04-2020 02:30	27299776	6258309
METER000001	11-04-2020 03:00	27299848	6258320
METER000001	11-04-2020 03:30	27299920	6258331
METER000001	11-04-2020 04:00	27299993	6258346
METER000001	11-04-2020 04:30	27300066	6258358
METER000001	11-04-2020 05:00	27300139	6258369
METER000001	11-04-2020 05:30	27300215	6258386
METER000001	11-04-2020 06:00	27300309	6258410
METER000001	11-04-2020 06:30	27300433	6258439
METER000001	11-04-2020 07:00	27300555	6258468
METER000001	11-04-2020 07:30	27300674	6258495
METER000001	11-04-2020 08:00	27300791	6258522
METER000001	11-04-2020 08:30	27300911	6258550
METER000001	11-04-2020 09:00	27301031	6258578
METER000001	11-04-2020 09:30	27301148	6258601
METER000001	11-04-2020 10:00	27301265	6258625
METER000001	11-04-2020 10:30	27301383	6258654
METER000001	11-04-2020 11:00	27301500	6258682
METER000001	11-04-2020 11:30	27301616	6258710
METER000001	11-04-2020 12:00	27301732	6258739
METER000001	11-04-2020 12:30	27301831	6258767
METER000001	11-04-2020 13:00	27301928	6258794
METER000001	11-04-2020 13:30	27302024	6258823
METER000001	11-04-2020 14:00	27302122	6258851
METER000001	11-04-2020 14:30	27302220	6258878
METER000001	11-04-2020 15:00	27302313	6258895
METER000001	11-04-2020 15:30	27302392	6258903
METER000001	11-04-2020 16:00	27302469	6258914
METER000001	11-04-2020 16:30	27302545	6258929
METER000001	11-04-2020 17:00	27302620	6258943
METER000001	11-04-2020 17:30	27302695	6258957
METER000001	11-04-2020 18:00	27302770	6258971
METER000001	11-04-2020 18:30	27302844	6258984
METER000001	11-04-2020 19:00	27302919	6258999
METER000001	11-04-2020 19:30	27302994	6259011
METER000001	11-04-2020 20:00	27303070	6259022
METER000001	11-04-2020 20:30	27303146	6259038
METER000001	11-04-2020 21:00	27303221	6259053
METER000001	11-04-2020 21:30	27303296	6259064
METER000001	11-04-2020 22:00	27303371	6259073
METER000001	11-04-2020 22:30	27303447	6259086
METER000001	11-04-2020 23:00	27303523	6259100
METER000001	11-04-2020 23:30	27303598	6259115
METER000001	12-04-2020 00:00	27303672	6259128
METER000001	12-04-2020 00:30	27303747	6259140
METER000001	12-04-2020 01:00	27303822	6259151
METER000001	12-04-2020 01:30	27303897	6259166
METER000001	12-04-2020 02:00	27303971	6259182
METER000001	12-04-2020 02:30	27304045	6259198
METER000001	12-04-2020 03:00	27304118	6259208
METER000001	12-04-2020 03:30	27304190	6259219
METER000001	12-04-2020 04:00	27304263	6259234
METER000001	12-04-2020 04:30	27304336	6259248
METER000001	12-04-2020 05:00	27304408	6259261
METER000001	12-04-2020 05:30	27304485	6259276
METER000001	12-04-2020 06:00	27304571	6259297
METER000001	12-04-2020 06:30	27304659	6259322
METER000001	12-04-2020 07:00	27304751	6259349
METER000001	12-04-2020 07:30	27304852	6259377
METER000001	12-04-2020 08:00	27304952	6259405
METER000001	12-04-2020 08:30	27305050	6259434
METER000001	12-04-2020 09:00	27305150	6259463
METER000001	12-04-2020 09:30	27305248	6259488
METER000001	12-04-2020 10:00	27305346	6259514
METER000001	12-04-2020 10:30	27305446	6259541
METER000001	12-04-2020 11:00	27305539	6259562
METER000001	12-04-2020 11:30	27305627	6259580
METER000001	12-04-2020 12:00	27305714	6259599
METER000001	12-04-2020 12:30	27305796	6259615
METER000001	12-04-2020 13:00	27305872	6259627
METER000001	12-04-2020 13:30	27305948	6259640
METER000001	12-04-2020 14:00	27306023	6259654
METER000001	12-04-2020 14:30	27306099	6259667
METER000001	12-04-2020 15:00	27306176	6259677
METER000001	12-04-2020 15:30	27306251	6259683
METER000001	12-04-2020 16:00	27306329	6259691
METER000001	12-04-2020 16:30	27306405	6259705
METER000001	12-04-2020 17:00	27306480	6259719
METER000001	12-04-2020 17:30	27306556	6259735
METER000001	12-04-2020 18:00	27306630	6259749
METER000001	12-04-2020 18:30	27306705	6259763
METER000001	12-04-2020 19:00	27306779	6259777
METER000001	12-04-2020 19:30	27306854	6259791
METER000001	12-04-2020 20:00	27306929	6259806
METER000001	12-04-2020 20:30	27307005	6259818
METER000001	12-04-2020 21:00	27307081	6259831
METER000001	12-04-2020 21:30	27307157	6259842
METER000001	12-04-2020 22:00	27307231	6259851
METER000001	12-04-2020 22:30	27307307	6259864
METER000001	12-04-2020 23:00	27307382	6259879
METER000001	12-04-2020 23:30	27307458	6259893
METER000001	13-04-2020 00:00	27307533	6259908
METER000001	13-04-2020 00:30	27307607	6259922
METER000001	13-04-2020 01:00	27307682	6259937
METER000001	13-04-2020 01:30	27307756	6259950
METER000001	13-04-2020 02:00	27307829	6259964
METER000001	13-04-2020 02:30	27307903	6259979
METER000001	13-04-2020 03:00	27307975	6259990
METER000001	13-04-2020 03:30	27308048	6260000
METER000001	13-04-2020 04:00	27308121	6260015
METER000001	13-04-2020 04:30	27308192	6260029
METER000001	13-04-2020 05:00	27308264	6260043
METER000001	13-04-2020 05:30	27308342	6260060
METER000001	13-04-2020 06:00	27308429	6260082
METER000001	13-04-2020 06:30	27308536	6260106
METER000001	13-04-2020 07:00	27308648	6260131
METER000001	13-04-2020 07:30	27308771	6260159
METER000001	13-04-2020 08:00	27308897	6260189
METER000001	13-04-2020 08:30	27309021	6260219
METER000001	13-04-2020 09:00	27309141	6260248
METER000001	13-04-2020 09:30	27309259	6260273
METER000001	13-04-2020 10:00	27309375	6260297
METER000001	13-04-2020 10:30	27309492	6260325
METER000001	13-04-2020 11:00	27309608	6260353
METER000001	13-04-2020 11:30	27309724	6260380
METER000001	13-04-2020 12:00	27309839	6260409
METER000001	13-04-2020 12:30	27309955	6260439
METER000001	13-04-2020 13:00	27310059	6260465
METER000001	13-04-2020 13:30	27310158	6260491
METER000001	13-04-2020 14:00	27310256	6260516
METER000001	13-04-2020 14:30	27310356	6260541
METER000001	13-04-2020 15:00	27310455	6260564
METER000001	13-04-2020 15:30	27310552	6260585
METER000001	13-04-2020 16:00	27310633	6260600
METER000001	13-04-2020 16:30	27310709	6260611
METER000001	13-04-2020 17:00	27310786	6260624
METER000001	13-04-2020 17:30	27310862	6260638
METER000001	13-04-2020 18:00	27310937	6260653
METER000001	13-04-2020 18:30	27311012	6260668
METER000001	13-04-2020 19:00	27311087	6260681
METER000001	13-04-2020 19:30	27311162	6260694
METER000001	13-04-2020 20:00	27311237	6260709
METER000001	13-04-2020 20:30	27311311	6260723
METER000001	13-04-2020 21:00	27311386	6260737
METER000001	13-04-2020 21:30	27311461	6260745
METER000001	13-04-2020 22:00	27311535	6260754
METER000001	13-04-2020 22:30	27311611	6260767
METER000001	13-04-2020 23:00	27311685	6260782
METER000001	13-04-2020 23:30	27311760	6260797
METER000001	14-04-2020 00:00	27311835	6260812
METER000001	14-04-2020 00:30	27311910	6260826
METER000001	14-04-2020 01:00	27311983	6260840
METER000001	14-04-2020 01:30	27312057	6260854
METER000001	14-04-2020 02:00	27312129	6260868
METER000001	14-04-2020 02:30	27312201	6260880
METER000001	14-04-2020 03:00	27312274	6260889
METER000001	14-04-2020 03:30	27312348	6260900
METER000001	14-04-2020 04:00	27312422	6260914
METER000001	14-04-2020 04:30	27312495	6260930
METER000001	14-04-2020 05:00	27312568	6260944
METER000001	14-04-2020 05:30	27312646	6260961
METER000001	14-04-2020 06:00	27312734	6260983
METER000001	14-04-2020 06:30	27312858	6261011
METER000001	14-04-2020 07:00	27312983	6261039
METER000001	14-04-2020 07:30	27313108	6261062
METER000001	14-04-2020 08:00	27313232	6261088
METER000001	14-04-2020 08:30	27313353	6261116
METER000001	14-04-2020 09:00	27313475	6261144
METER000001	14-04-2020 09:30	27313594	6261169
METER000001	14-04-2020 10:00	27313714	6261193
METER000001	14-04-2020 10:30	27313832	6261220
METER000001	14-04-2020 11:00	27313949	6261248
METER000001	14-04-2020 11:30	27314065	6261275
METER000001	14-04-2020 12:00	27314180	6261303
METER000001	14-04-2020 12:30	27314296	6261328
METER000001	14-04-2020 13:00	27314413	6261355
METER000001	14-04-2020 13:30	27314527	6261383
METER000001	14-04-2020 14:00	27314638	6261411
METER000001	14-04-2020 14:30	27314748	6261438
METER000001	14-04-2020 15:00	27314856	6261465
METER000001	14-04-2020 15:30	27314964	6261490
METER000001	14-04-2020 16:00	27315049	6261506
METER000001	14-04-2020 16:30	27315126	6261518
METER000001	14-04-2020 17:00	27315202	6261530
METER000001	14-04-2020 17:30	27315278	6261541
METER000001	14-04-2020 18:00	27315355	6261553
METER000001	14-04-2020 18:30	27315430	6261567
METER000001	14-04-2020 19:00	27315506	6261582
METER000001	14-04-2020 19:30	27315581	6261596
METER000001	14-04-2020 20:00	27315657	6261610
METER000001	14-04-2020 20:30	27315732	6261624
METER000001	14-04-2020 21:00	27315807	6261638
METER000001	14-04-2020 21:30	27315881	6261648
METER000001	14-04-2020 22:00	27315955	6261657
METER000001	14-04-2020 22:30	27316031	6261666
METER000001	14-04-2020 23:00	27316107	6261679
METER000001	14-04-2020 23:30	27316182	6261694
METER000001	15-04-2020 00:00	27316257	6261707
METER000001	15-04-2020 00:30	27316332	6261722
METER000001	15-04-2020 01:00	27316406	6261737
METER000001	15-04-2020 01:30	27316480	6261750
