Serial	ReadingDateTimeUTC	WH	VARH
METER000001	15-04-2020 02:00	27316553	6261765
METER000001	15-04-2020 02:30	27316625	6261779
METER000001	15-04-2020 03:00	27316698	6261788
METER000001	15-04-2020 03:30	27316770	6261794
METER000001	15-04-2020 04:00	27316844	6261808
METER000001	15-04-2020 04:30	27316918	6261823
METER000001	15-04-2020 05:00	27316990	6261837
METER000001	15-04-2020 05:30	27317069	6261855
METER000001	15-04-2020 06:00	27317167	6261881
METER000001	15-04-2020 06:30	27317287	6261910
METER000001	15-04-2020 07:00	27317407	6261938
METER000001	15-04-2020 07:30	27317530	6261965
METER000001	15-04-2020 08:00	27317651	6261991
METER000001	15-04-2020 08:30	27317773	6262014
METER000001	15-04-2020 09:00	27317897	6262041
METER000001	15-04-2020 09:30	27318019	6262067
METER000001	15-04-2020 10:00	27318139	6262092
METER000001	15-04-2020 10:30	27318259	6262122
METER000001	15-04-2020 11:00	27318377	6262150
METER000001	15-04-2020 11:30	27318494	6262178
METER000001	15-04-2020 12:00	27318610	6262205
METER000001	15-04-2020 12:30	27318726	6262232
METER000001	15-04-2020 13:00	27318840	6262256
METER000001	15-04-2020 13:30	27318957	6262280
METER000001	15-04-2020 14:00	27319073	6262307
METER000001	15-04-2020 14:30	27319187	6262336
METER000001	15-04-2020 15:00	27319300	6262363
METER000001	15-04-2020 15:30	27319410	6262389
METER000001	15-04-2020 16:00	27319502	6262406
METER000001	15-04-2020 16:30	27319578	6262419
METER000001	15-04-2020 17:00	27319655	6262433
METER000001	15-04-2020 17:30	27319730	6262445
METER000001	15-04-2020 18:00	27319805	6262458
METER000001	15-04-2020 18:30	27319881	6262469
METER000001	15-04-2020 19:00	27319957	6262483
METER000001	15-04-2020 19:30	27320032	6262497
METER000001	15-04-2020 20:00	27320108	6262512
METER000001	15-04-2020 20:30	27320183	6262527
METER000001	15-04-2020 21:00	27320258	6262539
METER000001	15-04-2020 21:30	27320332	6262548
METER000001	15-04-2020 22:00	27320406	6262556
METER000001	15-04-2020 22:30	27320481	6262568
METER000001	15-04-2020 23:00	27320556	6262580
METER000001	15-04-2020 23:30	27320631	6262592
METER000001	16-04-2020 00:00	27320706	6262605
METER000001	16-04-2020 00:30	27320781	6262620
METER000001	16-04-2020 01:00	27320855	6262635
METER000001	16-04-2020 01:30	27320930	6262650
METER000001	16-04-2020 02:00	27321002	6262664
METER000001	16-04-2020 02:30	27321074	6262677
METER000001	16-04-2020 03:00	27321146	6262686
METER000001	16-04-2020 03:30	27321219	6262696
METER000001	16-04-2020 04:00	27321293	6262709
METER000001	16-04-2020 04:30	27321366	6262721
METER000001	16-04-2020 05:00	27321439	6262735
METER000001	16-04-2020 05:30	27321517	6262751
METER000001	16-04-2020 06:00	27321607	6262775
METER000001	16-04-2020 06:30	27321726	6262803
METER000001	16-04-2020 07:00	27321849	6262831
METER000001	16-04-2020 07:30	27321972	6262859
METER000001	16-04-2020 08:00	27322094	6262886
METER000001	16-04-2020 08:30	27322214	6262912
METER000001	16-04-2020 09:00	27322331	6262937
METER000001	16-04-2020 09:30	27322449	6262958
METER000001	16-04-2020 10:00	27322570	6262982
METER000001	16-04-2020 10:30	27322692	6263011
METER000001	16-04-2020 11:00	27322811	6263040
METER000001	16-04-2020 11:30	27322930	6263069
METER000001	16-04-2020 12:00	27323046	6263098
METER000001	16-04-2020 12:30	27323161	6263125
METER000001	16-04-2020 13:00	27323274	6263153
METER000001	16-04-2020 13:30	27323388	6263181
METER000001	16-04-2020 14:00	27323500	6263208
METER000001	16-04-2020 14:30	27323610	6263234
METER000001	16-04-2020 15:00	27323721	6263260
METER000001	16-04-2020 15:30	27323826	6263285
METER000001	16-04-2020 16:00	27323909	6263302
METER000001	16-04-2020 16:30	27323986	6263317
METER000001	16-04-2020 17:00	27324064	6263330
METER000001	16-04-2020 17:30	27324140	6263344
METER000001	16-04-2020 18:00	27324215	6263358
METER000001	16-04-2020 18:30	27324290	6263372
METER000001	16-04-2020 19:00	27324366	6263387
METER000001	16-04-2020 19:30	27324441	6263397
METER000001	16-04-2020 20:00	27324517	6263413
METER000001	16-04-2020 20:30	27324593	6263428
METER000001	16-04-2020 21:00	27324668	6263443
METER000001	16-04-2020 21:30	27324744	6263454
METER000001	16-04-2020 22:00	27324818	6263463
METER000001	16-04-2020 22:30	27324892	6263474
METER000001	16-04-2020 23:00	27324967	6263489
METER000001	16-04-2020 23:30	27325042	6263503
METER000001	17-04-2020 00:00	27325117	6263517
METER000001	17-04-2020 00:30	27325192	6263529
METER000001	17-04-2020 01:00	27325267	6263544
METER000001	17-04-2020 01:30	27325342	6263560
METER000001	17-04-2020 02:00	27325415	6263576
METER000001	17-04-2020 02:30	27325487	6263591
METER000001	17-04-2020 03:00	27325560	6263602
METER000001	17-04-2020 03:30	27325632	6263613
METER000001	17-04-2020 04:00	27325705	6263628
METER000001	17-04-2020 04:30	27325778	6263643
METER000001	17-04-2020 05:00	27325851	6263657
METER000001	17-04-2020 05:30	27325929	6263671
METER000001	17-04-2020 06:00	27326019	6263694
METER000001	17-04-2020 06:30	27326142	6263722
METER000001	17-04-2020 07:00	27326266	6263751
METER000001	17-04-2020 07:30	27326392	6263778
METER000001	17-04-2020 08:00	27326514	6263805
METER000001	17-04-2020 08:30	27326634	6263833
METER000001	17-04-2020 09:00	27326757	6263861
METER000001	17-04-2020 09:30	27326878	6263885
METER000001	17-04-2020 10:00	27326997	6263910
METER000001	17-04-2020 10:30	27327117	6263938
METER000001	17-04-2020 11:00	27327239	6263968
METER000001	17-04-2020 11:30	27327357	6263997
METER000001	17-04-2020 12:00	27327473	6264027
METER000001	17-04-2020 12:30	27327588	6264056
METER000001	17-04-2020 13:00	27327702	6264085
METER000001	17-04-2020 13:30	27327817	6264113
METER000001	17-04-2020 14:00	27327932	6264142
METER000001	17-04-2020 14:30	27328042	6264171
METER000001	17-04-2020 15:00	27328153	6264197
METER000001	17-04-2020 15:30	27328261	6264220
METER000001	17-04-2020 16:00	27328344	6264234
METER000001	17-04-2020 16:30	27328420	6264247
METER000001	17-04-2020 17:00	27328496	6264261
METER000001	17-04-2020 17:30	27328572	6264275
METER000001	17-04-2020 18:00	27328646	6264289
METER000001	17-04-2020 18:30	27328721	6264303
METER000001	17-04-2020 19:00	27328795	6264316
METER000001	17-04-2020 19:30	27328869	6264329
METER000001	17-04-2020 20:00	27328944	6264341
METER000001	17-04-2020 20:30	27329019	6264352
METER000001	17-04-2020 21:00	27329095	6264366
METER000001	17-04-2020 21:30	27329170	6264377
METER000001	17-04-2020 22:00	27329244	6264387
METER000001	17-04-2020 22:30	27329318	6264399
METER000001	17-04-2020 23:00	27329394	6264413
METER000001	17-04-2020 23:30	27329469	6264427
METER000001	18-04-2020 00:00	27329543	6264442
METER000001	18-04-2020 00:30	27329617	6264455
METER000001	18-04-2020 01:00	27329692	6264468
METER000001	18-04-2020 01:30	27329766	6264480
METER000001	18-04-2020 02:00	27329840	6264496
METER000001	18-04-2020 02:30	27329913	6264512
METER000001	18-04-2020 03:00	27329985	6264523
METER000001	18-04-2020 03:30	27330058	6264534
METER000001	18-04-2020 04:00	27330131	6264548
METER000001	18-04-2020 04:30	27330202	6264563
METER000001	18-04-2020 05:00	27330275	6264577
METER000001	18-04-2020 05:30	27330351	6264595
METER000001	18-04-2020 06:00	27330440	6264616
METER000001	18-04-2020 06:30	27330560	6264643
METER000001	18-04-2020 07:00	27330684	6264671
METER000001	18-04-2020 07:30	27330806	6264700
METER000001	18-04-2020 08:00	27330927	6264730
METER000001	18-04-2020 08:30	27331044	6264758
METER000001	18-04-2020 09:00	27331159	6264786
METER000001	18-04-2020 09:30	27331275	6264811
METER000001	18-04-2020 10:00	27331388	6264835
METER000001	18-04-2020 10:30	27331494	6264863
METER000001	18-04-2020 11:00	27331600	6264889
METER000001	18-04-2020 11:30	27331706	6264917
METER000001	18-04-2020 12:00	27331810	6264947
METER000001	18-04-2020 12:30	27331911	6264977
METER000001	18-04-2020 13:00	27332010	6265006
METER000001	18-04-2020 13:30	27332107	6265034
METER000001	18-04-2020 14:00	27332204	6265063
METER000001	18-04-2020 14:30	27332303	6265093
METER000001	18-04-2020 15:00	27332397	6265113
METER000001	18-04-2020 15:30	27332486	6265126
METER000001	18-04-2020 16:00	27332564	6265135
METER000001	18-04-2020 16:30	27332642	6265148
METER000001	18-04-2020 17:00	27332719	6265163
METER000001	18-04-2020 17:30	27332796	6265179
METER000001	18-04-2020 18:00	27332872	6265195
METER000001	18-04-2020 18:30	27332949	6265212
METER000001	18-04-2020 19:00	27333026	6265228
METER000001	18-04-2020 19:30	27333101	6265244
METER000001	18-04-2020 20:00	27333177	6265258
METER000001	18-04-2020 20:30	27333252	6265273
METER000001	18-04-2020 21:00	27333328	6265286
METER000001	18-04-2020 21:30	27333405	6265296
METER000001	18-04-2020 22:00	27333480	6265307
METER000001	18-04-2020 22:30	27333556	6265322
METER000001	18-04-2020 23:00	27333632	6265338
METER000001	18-04-2020 23:30	27333709	6265355
METER000001	19-04-2020 00:00	27333784	6265372
METER000001	19-04-2020 00:30	27333859	6265388
METER000001	19-04-2020 01:00	27333935	6265404
METER000001	19-04-2020 01:30	27334010	6265420
METER000001	19-04-2020 02:00	27334083	6265434
METER000001	19-04-2020 02:30	27334158	6265449
METER000001	19-04-2020 03:00	27334231	6265462
METER000001	19-04-2020 03:30	27334305	6265476
METER000001	19-04-2020 04:00	27334380	6265493
METER000001	19-04-2020 04:30	27334454	6265509
METER000001	19-04-2020 05:00	27334528	6265525
METER000001	19-04-2020 05:30	27334604	6265543
METER000001	19-04-2020 06:00	27334690	6265567
METER000001	19-04-2020 06:30	27334775	6265593
METER000001	19-04-2020 07:00	27334863	6265619
METER000001	19-04-2020 07:30	27334962	6265648
METER000001	19-04-2020 08:00	27335060	6265678
METER000001	19-04-2020 08:30	27335158	6265709
METER000001	19-04-2020 09:00	27335256	6265738
METER000001	19-04-2020 09:30	27335354	6265764
METER000001	19-04-2020 10:00	27335452	6265793
METER000001	19-04-2020 10:30	27335551	6265823
METER000001	19-04-2020 11:00	27335644	6265848
METER000001	19-04-2020 11:30	27335733	6265869
METER000001	19-04-2020 12:00	27335821	6265885
METER000001	19-04-2020 12:30	27335908	6265901
METER000001	19-04-2020 13:00	27335985	6265917
METER000001	19-04-2020 13:30	27336063	6265933
METER000001	19-04-2020 14:00	27336140	6265949
METER000001	19-04-2020 14:30	27336219	6265966
METER000001	19-04-2020 15:00	27336296	6265977
METER000001	19-04-2020 15:30	27336372	6265987
METER000001	19-04-2020 16:00	27336449	6265996
METER000001	19-04-2020 16:30	27336526	6266011
METER000001	19-04-2020 17:00	27336603	6266023
METER000001	19-04-2020 17:30	27336679	6266036
METER000001	19-04-2020 18:00	27336756	6266052
METER000001	19-04-2020 18:30	27336832	6266069
METER000001	19-04-2020 19:00	27336909	6266086
METER000001	19-04-2020 19:30	27336985	6266102
METER000001	19-04-2020 20:00	27337061	6266117
METER000001	19-04-2020 20:30	27337137	6266133
METER000001	19-04-2020 21:00	27337213	6266149
METER000001	19-04-2020 21:30	27337288	6266161
METER000001	19-04-2020 22:00	27337364	6266169
METER000001	19-04-2020 22:30	27337440	6266181
METER000001	19-04-2020 23:00	27337517	6266198
METER000001	19-04-2020 23:30	27337593	6266214
METER000001	20-04-2020 00:00	27337670	6266231
METER000001	20-04-2020 00:30	27337745	6266247
METER000001	20-04-2020 01:00	27337820	6266263
METER000001	20-04-2020 01:30	27337895	6266279
METER000001	20-04-2020 02:00	27337968	6266296
METER000001	20-04-2020 02:30	27338042	6266312
METER000001	20-04-2020 03:00	27338115	6266321
METER000001	20-04-2020 03:30	27338189	6266332
METER000001	20-04-2020 04:00	27338263	6266348
METER000001	20-04-2020 04:30	27338337	6266364
METER000001	20-04-2020 05:00	27338412	6266380
METER000001	20-04-2020 05:30	27338489	6266399
METER000001	20-04-2020 06:00	27338584	6266426
METER000002	21-03-2020 22:30	31508111	8899118
METER000002	21-03-2020 23:00	31508284	8899174
METER000002	21-03-2020 23:30	31508451	8899225
METER000002	22-03-2020 00:00	31508624	8899280
METER000002	22-03-2020 00:30	31508800	8899329
METER000002	22-03-2020 01:00	31508977	8899385
METER000002	22-03-2020 01:30	31509148	8899437
METER000002	22-03-2020 02:00	31509318	8899492
METER000002	22-03-2020 02:30	31509491	8899549
METER000002	22-03-2020 03:00	31509668	8899609
METER000002	22-03-2020 03:30	31509837	8899670
METER000002	22-03-2020 04:00	31510010	8899720
METER000002	22-03-2020 04:30	31510313	8899754
METER000002	22-03-2020 05:00	31510601	8899785
METER000002	22-03-2020 05:30	31510895	8899820
METER000002	22-03-2020 06:00	31511171	8899859
METER000002	22-03-2020 06:30	31511466	8899917
METER000002	22-03-2020 07:00	31511797	8899990
METER000002	22-03-2020 07:30	31512143	8900075
METER000002	22-03-2020 08:00	31512491	8900161
METER000002	22-03-2020 08:30	31512858	8900240
METER000002	22-03-2020 09:00	31513228	8900325
METER000002	22-03-2020 09:30	31513592	8900414
METER000002	22-03-2020 10:00	31513950	8900501
METER000002	22-03-2020 10:30	31514287	8900583
METER000002	22-03-2020 11:00	31514634	8900662
METER000002	22-03-2020 11:30	31514974	8900747
METER000002	22-03-2020 12:00	31515299	8900815
METER000002	22-03-2020 12:30	31515599	8900880
METER000002	22-03-2020 13:00	31515891	8900941
METER000002	22-03-2020 13:30	31516149	8901004
METER000002	22-03-2020 14:00	31516376	8901062
METER000002	22-03-2020 14:30	31516595	8901116
METER000002	22-03-2020 15:00	31516802	8901160
METER000002	22-03-2020 15:30	31516998	8901225
METER000002	22-03-2020 16:00	31517178	8901292
METER000002	22-03-2020 16:30	31517357	8901359
METER000002	22-03-2020 17:00	31517532	8901417
METER000002	22-03-2020 17:30	31517702	8901467
METER000002	22-03-2020 18:00	31517879	8901522
METER000002	22-03-2020 18:30	31518054	8901572
METER000002	22-03-2020 19:00	31518229	8901624
METER000002	22-03-2020 19:30	31518401	8901676
METER000002	22-03-2020 20:00	31518574	8901736
METER000002	22-03-2020 20:30	31518745	8901790
METER000002	22-03-2020 21:00	31518920	8901845
METER000002	22-03-2020 21:30	31519092	8901909
METER000002	22-03-2020 22:00	31519260	8901972
METER000002	22-03-2020 22:30	31519427	8902029
METER000002	22-03-2020 23:00	31519595	8902080
METER000002	22-03-2020 23:30	31519762	8902131
METER000002	23-03-2020 00:00	31519932	8902178
METER000002	23-03-2020 00:30	31520102	8902226
METER000002	23-03-2020 01:00	31520273	8902280
METER000002	23-03-2020 01:30	31520440	8902328
METER000002	23-03-2020 02:00	31520609	8902383
METER000002	23-03-2020 02:30	31520777	8902435
METER000002	23-03-2020 03:00	31520949	8902487
METER000002	23-03-2020 03:30	31521116	8902546
METER000002	23-03-2020 04:00	31521313	8902589
METER000002	23-03-2020 04:30	31521575	8902620
METER000002	23-03-2020 05:00	31521852	8902650
METER000002	23-03-2020 05:30	31522134	8902686
METER000002	23-03-2020 06:00	31522418	8902731
METER000002	23-03-2020 06:30	31522738	8902790
METER000002	23-03-2020 07:00	31523073	8902875
METER000002	23-03-2020 07:30	31523411	8902955
METER000002	23-03-2020 08:00	31523770	8903040
METER000002	23-03-2020 08:30	31524144	8903124
METER000002	23-03-2020 09:00	31524554	8903212
METER000002	23-03-2020 09:30	31524935	8903307
METER000002	23-03-2020 10:00	31525303	8903390
METER000002	23-03-2020 10:30	31525685	8903477
METER000002	23-03-2020 11:00	31526054	8903562
METER000002	23-03-2020 11:30	31526425	8903647
METER000002	23-03-2020 12:00	31526787	8903730
METER000002	23-03-2020 12:30	31527148	8903812
METER000002	23-03-2020 13:00	31527492	8903890
METER000002	23-03-2020 13:30	31527836	8903973
METER000002	23-03-2020 14:00	31528197	8904063
METER000002	23-03-2020 14:30	31528542	8904145
METER000002	23-03-2020 15:00	31528894	8904225
METER000002	23-03-2020 15:30	31529237	8904312
METER000002	23-03-2020 16:00	31529550	8904393
METER000002	23-03-2020 16:30	31529824	8904459
METER000002	23-03-2020 17:00	31530069	8904515
METER000002	23-03-2020 17:30	31530291	8904566
METER000002	23-03-2020 18:00	31530513	8904618
METER000002	23-03-2020 18:30	31530722	8904691
METER000002	23-03-2020 19:00	31530924	8904760
METER000002	23-03-2020 19:30	31531122	8904827
METER000002	23-03-2020 20:00	31531315	8904893
METER000002	23-03-2020 20:30	31531500	8904948
METER000002	23-03-2020 21:00	31531685	8905003
METER000002	23-03-2020 21:30	31531862	8905062
METER000002	23-03-2020 22:00	31532037	8905119
METER000002	23-03-2020 22:30	31532211	8905170
METER000002	23-03-2020 23:00	31532391	8905222
METER000002	23-03-2020 23:30	31532565	8905270
METER000002	24-03-2020 00:00	31532742	8905318
METER000002	24-03-2020 00:30	31532925	8905363
METER000002	24-03-2020 01:00	31533106	8905414
METER000002	24-03-2020 01:30	31533285	8905464
METER000002	24-03-2020 02:00	31533464	8905520
METER000002	24-03-2020 02:30	31533640	8905570
METER000002	24-03-2020 03:00	31533823	8905623
METER000002	24-03-2020 03:30	31534002	8905684
METER000002	24-03-2020 04:00	31534197	8905731
METER000002	24-03-2020 04:30	31534484	8905752
METER000002	24-03-2020 05:00	31534783	8905776
METER000002	24-03-2020 05:30	31535074	8905806
METER000002	24-03-2020 06:00	31535356	8905845
METER000002	24-03-2020 06:30	31535653	8905909
METER000002	24-03-2020 07:00	31535994	8905985
METER000002	24-03-2020 07:30	31536366	8906059
METER000002	24-03-2020 08:00	31536718	8906133
METER000002	24-03-2020 08:30	31537088	8906216
METER000002	24-03-2020 09:00	31537444	8906296
METER000002	24-03-2020 09:30	31537793	8906386
METER000002	24-03-2020 10:00	31538124	8906460
METER000002	24-03-2020 10:30	31538470	8906532
METER000002	24-03-2020 11:00	31538823	8906593
METER000002	24-03-2020 11:30	31539175	8906659
METER000002	24-03-2020 12:00	31539554	8906721
METER000002	24-03-2020 12:30	31539931	8906800
METER000002	24-03-2020 13:00	31540274	8906875
METER000002	24-03-2020 13:30	31540627	8906954
METER000002	24-03-2020 14:00	31540979	8907038
METER000002	24-03-2020 14:30	31541337	8907119
METER000002	24-03-2020 15:00	31541691	8907204
METER000002	24-03-2020 15:30	31542020	8907291
METER000002	24-03-2020 16:00	31542327	8907372
METER000002	24-03-2020 16:30	31542607	8907452
METER000002	24-03-2020 17:00	31542853	8907518
METER000002	24-03-2020 17:30	31543080	8907577
METER000002	24-03-2020 18:00	31543302	8907632
METER000002	24-03-2020 18:30	31543517	8907695
METER000002	24-03-2020 19:00	31543721	8907774
METER000002	24-03-2020 19:30	31543919	8907849
METER000002	24-03-2020 20:00	31544112	8907922
METER000002	24-03-2020 20:30	31544295	8907978
METER000002	24-03-2020 21:00	31544485	8908040
METER000002	24-03-2020 21:30	31544663	8908105
METER000002	24-03-2020 22:00	31544838	8908161
METER000002	24-03-2020 22:30	31545012	8908216
METER000002	24-03-2020 23:00	31545191	8908266
METER000002	24-03-2020 23:30	31545364	8908316
METER000002	25-03-2020 00:00	31545537	8908361
METER000002	25-03-2020 00:30	31545720	8908410
METER000002	25-03-2020 01:00	31545895	8908456
METER000002	25-03-2020 01:30	31546070	8908507
METER000002	25-03-2020 02:00	31546248	8908561
METER000002	25-03-2020 02:30	31546428	8908613
METER000002	25-03-2020 03:00	31546605	8908661
METER000002	25-03-2020 03:30	31546780	8908720
METER000002	25-03-2020 04:00	31546994	8908760
METER000002	25-03-2020 04:30	31547271	8908793
METER000002	25-03-2020 05:00	31547567	8908815
METER000002	25-03-2020 05:30	31547850	8908846
METER000002	25-03-2020 06:00	31548120	8908871
METER000002	25-03-2020 06:30	31548396	8908913
METER000002	25-03-2020 07:00	31548730	8908982
METER000002	25-03-2020 07:30	31549075	8909059
METER000002	25-03-2020 08:00	31549420	8909147
METER000002	25-03-2020 08:30	31549779	8909237
METER000002	25-03-2020 09:00	31550150	8909327
METER000002	25-03-2020 09:30	31550527	8909428
METER000002	25-03-2020 10:00	31550911	8909519
METER000002	25-03-2020 10:30	31551294	8909619
METER000002	25-03-2020 11:00	31551657	8909716
METER000002	25-03-2020 11:30	31552038	8909809
METER000002	25-03-2020 12:00	31552410	8909900
METER000002	25-03-2020 12:30	31552784	8909990
METER000002	25-03-2020 13:00	31553141	8910071
METER000002	25-03-2020 13:30	31553502	8910153
METER000002	25-03-2020 14:00	31553864	8910243
METER000002	25-03-2020 14:30	31554207	8910328
METER000002	25-03-2020 15:00	31554534	8910413
METER000002	25-03-2020 15:30	31554861	8910501
METER000002	25-03-2020 16:00	31555162	8910583
METER000002	25-03-2020 16:30	31555446	8910666
METER000002	25-03-2020 17:00	31555696	8910733
METER000002	25-03-2020 17:30	31555924	8910796
METER000002	25-03-2020 18:00	31556147	8910854
METER000002	25-03-2020 18:30	31556373	8910912
METER000002	25-03-2020 19:00	31556589	8910970
METER000002	25-03-2020 19:30	31556794	8911023
METER000002	25-03-2020 20:00	31556984	8911084
METER000002	25-03-2020 20:30	31557167	8911141
METER000002	25-03-2020 21:00	31557340	8911194
METER000002	25-03-2020 21:30	31557510	8911256
METER000002	25-03-2020 22:00	31557677	8911312
METER000002	25-03-2020 22:30	31557843	8911363
METER000002	25-03-2020 23:00	31558014	8911414
METER000002	25-03-2020 23:30	31558177	8911460
METER000002	26-03-2020 00:00	31558345	8911503
METER000002	26-03-2020 00:30	31558520	8911546
METER000002	26-03-2020 01:00	31558687	8911590
METER000002	26-03-2020 01:30	31558858	8911641
METER000002	26-03-2020 02:00	31559027	8911694
METER000002	26-03-2020 02:30	31559194	8911739
METER000002	26-03-2020 03:00	31559366	8911792
METER000002	26-03-2020 03:30	31559533	8911850
METER000002	26-03-2020 04:00	31559719	8911894
METER000002	26-03-2020 04:30	31559991	8911920
METER000002	26-03-2020 05:00	31560274	8911956
METER000002	26-03-2020 05:30	31560579	8911982
METER000002	26-03-2020 06:00	31560865	8912004
METER000002	26-03-2020 06:30	31561153	8912049
METER000002	26-03-2020 07:00	31561480	8912117
METER000002	26-03-2020 07:30	31561823	8912177
METER000002	26-03-2020 08:00	31562164	8912249
METER000002	26-03-2020 08:30	31562515	8912322
METER000002	26-03-2020 09:00	31562863	8912386
METER000002	26-03-2020 09:30	31563216	8912465
METER000002	26-03-2020 10:00	31563556	8912534
METER000002	26-03-2020 10:30	31563890	8912607
METER000002	26-03-2020 11:00	31564229	8912674
METER000002	26-03-2020 11:30	31564588	8912739
METER000002	26-03-2020 12:00	31564938	8912800
METER000002	26-03-2020 12:30	31565288	8912867
METER000002	26-03-2020 13:00	31565633	8912931
METER000002	26-03-2020 13:30	31565965	8912998
METER000002	26-03-2020 14:00	31566304	8913071
METER000002	26-03-2020 14:30	31566632	8913145
METER000002	26-03-2020 15:00	31566942	8913213
METER000002	26-03-2020 15:30	31567235	8913278
METER000002	26-03-2020 16:00	31567530	8913344
METER000002	26-03-2020 16:30	31567804	8913414
METER000002	26-03-2020 17:00	31568056	8913466
METER000002	26-03-2020 17:30	31568272	8913512
METER000002	26-03-2020 18:00	31568477	8913545
METER000002	26-03-2020 18:30	31568676	8913582
METER000002	26-03-2020 19:00	31568868	8913621
METER000002	26-03-2020 19:30	31569051	8913661
METER000002	26-03-2020 20:00	31569234	8913692
METER000002	26-03-2020 20:30	31569409	8913714
METER000002	26-03-2020 21:00	31569578	8913746
METER000002	26-03-2020 21:30	31569732	8913796
METER000002	26-03-2020 22:00	31569881	8913839
METER000002	26-03-2020 22:30	31570029	8913877
METER000002	26-03-2020 23:00	31570180	8913913
METER000002	26-03-2020 23:30	31570328	8913947
METER000002	27-03-2020 00:00	31570482	8913984
METER000002	27-03-2020 00:30	31570637	8914015
METER000002	27-03-2020 01:00	31570788	8914049
METER000002	27-03-2020 01:30	31570940	8914086
METER000002	27-03-2020 02:00	31571091	8914127
METER000002	27-03-2020 02:30	31571240	8914166
METER000002	27-03-2020 03:00	31571393	8914201
METER000002	27-03-2020 03:30	31571543	8914248
METER000002	27-03-2020 04:00	31571699	8914286
METER000002	27-03-2020 04:30	31571964	8914300
METER000002	27-03-2020 05:00	31572250	8914320
METER000002	27-03-2020 05:30	31572528	8914335
METER000002	27-03-2020 06:00	31572796	8914356
METER000002	27-03-2020 06:30	31573077	8914390
METER000002	27-03-2020 07:00	31573357	8914457
METER000002	27-03-2020 07:30	31573624	8914524
METER000002	27-03-2020 08:00	31573918	8914601
METER000002	27-03-2020 08:30	31574229	8914667
METER000002	27-03-2020 09:00	31574540	8914732
METER000002	27-03-2020 09:30	31574819	8914797
METER000002	27-03-2020 10:00	31575114	8914855
METER000002	27-03-2020 10:30	31575394	8914926
METER000002	27-03-2020 11:00	31575685	8914994
METER000002	27-03-2020 11:30	31575955	8915038
METER000002	27-03-2020 12:00	31576252	8915085
METER000002	27-03-2020 12:30	31576546	8915141
METER000002	27-03-2020 13:00	31576808	8915187
METER000002	27-03-2020 13:30	31577068	8915230
METER000002	27-03-2020 14:00	31577331	8915293
METER000002	27-03-2020 14:30	31577582	8915358
METER000002	27-03-2020 15:00	31577816	8915415
METER000002	27-03-2020 15:30	31578035	8915474
METER000002	27-03-2020 16:00	31578247	8915529
METER000002	27-03-2020 16:30	31578482	8915595
METER000002	27-03-2020 17:00	31578697	8915650
METER000002	27-03-2020 17:30	31578897	8915694
METER000002	27-03-2020 18:00	31579120	8915738
METER000002	27-03-2020 18:30	31579346	8915770
METER000002	27-03-2020 19:00	31579551	8915809
METER000002	27-03-2020 19:30	31579746	8915847
METER000002	27-03-2020 20:00	31579958	8915879
METER000002	27-03-2020 20:30	31580153	8915903
METER000002	27-03-2020 21:00	31580354	8915927
METER000002	27-03-2020 21:30	31580560	8915955
METER000002	27-03-2020 22:00	31580775	8915980
METER000002	27-03-2020 22:30	31580992	8916000
METER000002	27-03-2020 23:00	31581197	8916017
METER000002	27-03-2020 23:30	31581410	8916028
METER000002	28-03-2020 00:00	31581618	8916038
METER000002	28-03-2020 00:30	31581813	8916044
METER000002	28-03-2020 01:00	31581998	8916055
METER000002	28-03-2020 01:30	31582176	8916067
METER000002	28-03-2020 02:00	31582344	8916084
METER000002	28-03-2020 02:30	31582516	8916099
METER000002	28-03-2020 03:00	31582685	8916110
METER000002	28-03-2020 03:30	31582863	8916130
METER000002	28-03-2020 04:00	31583035	8916149
METER000002	28-03-2020 04:30	31583234	8916157
METER000002	28-03-2020 05:00	31583452	8916167
METER000002	28-03-2020 05:30	31583722	8916172
METER000002	28-03-2020 06:00	31583962	8916190
METER000002	28-03-2020 06:30	31584201	8916222
METER000002	28-03-2020 07:00	31584458	8916279
METER000002	28-03-2020 07:30	31584707	8916339
METER000002	28-03-2020 08:00	31584969	8916406
METER000002	28-03-2020 08:30	31585253	8916473
METER000002	28-03-2020 09:00	31585540	8916540
METER000002	28-03-2020 09:30	31585817	8916609
METER000002	28-03-2020 10:00	31586075	8916671
METER000002	28-03-2020 10:30	31586313	8916728
METER000002	28-03-2020 11:00	31586550	8916782
METER000002	28-03-2020 11:30	31586803	8916823
METER000002	28-03-2020 12:00	31587076	8916872
METER000002	28-03-2020 12:30	31587336	8916930
METER000002	28-03-2020 13:00	31587582	8916977
METER000002	28-03-2020 13:30	31587814	8917017
METER000002	28-03-2020 14:00	31588043	8917062
METER000002	28-03-2020 14:30	31588271	8917106
METER000002	28-03-2020 15:00	31588505	8917161
METER000002	28-03-2020 15:30	31588729	8917224
METER000002	28-03-2020 16:00	31588938	8917269
METER000002	28-03-2020 16:30	31589127	8917287
METER000002	28-03-2020 17:00	31589319	8917303
METER000002	28-03-2020 17:30	31589507	8917318
METER000002	28-03-2020 18:00	31589702	8917335
METER000002	28-03-2020 18:30	31589898	8917350
METER000002	28-03-2020 19:00	31590089	8917368
METER000002	28-03-2020 19:30	31590273	8917377
METER000002	28-03-2020 20:00	31590458	8917390
METER000002	28-03-2020 20:30	31590659	8917402
